Temp            318.5983 
Temp            321.2745 
Temp            324.5455 
Temp            323.3846 
Temp            325.0166 
Temp            320.5557 
Temp            319.2784 
Temp            316.0480 
Temp            320.1857 
Temp            313.9161 
Temp            318.9046 
Temp            313.6318 
Temp            313.3913 
Temp            326.0265 
Temp            319.3204 
Temp            329.9836 
Temp            323.8292 
Temp            327.6002 
Temp            319.3245 
Temp            316.7677 
Temp            316.6659 
Temp            315.1901 
Temp            313.5659 
Temp            311.9865 
Temp            313.0342 
Temp            320.0312 
Temp            321.0895 
Temp            321.7759 
Temp            326.9859 
Temp            330.3158 
Temp            323.3679 
Temp            319.2519 
Temp            320.6673 
Temp            317.6626 
Temp            313.9034 
Temp            318.4253 
Temp            315.8220 
Temp            318.9962 
Temp            318.6119 
Temp            319.5476 
Temp            321.5254 
Temp            324.7907 
Temp            320.2406 
Temp            324.0367 
Temp            319.9582 
Temp            319.4108 
Temp            319.2516 
Temp            318.9547 
Temp            315.5986 
Temp            308.5580 
Temp            319.4856 
Temp            318.2257 
Temp            317.7546 
Temp            324.7781 
Temp            324.9763 
Temp            329.9706 
Temp            326.0340 
Temp            323.7068 
Temp            324.4960 
Temp            317.9577 
Temp            309.8463 
Temp            310.5232 
Temp            318.4670 
Temp            321.2848 
Temp            320.3858 
Temp            326.2724 
Temp            322.3456 
Temp            325.1376 
Temp            322.7889 
Temp            325.7201 
Temp            322.7698 
Temp            317.8720 
Temp            318.0518 
Temp            316.1199 
Temp            320.4513 
Temp            314.0136 
Temp            317.4190 
Temp            320.6367 
Temp            328.1472 
Temp            324.4435 
Temp            324.7824 
Temp            326.3389 
Temp            315.9357 
Temp            320.6021 
Temp            313.9904 
Temp            312.5436 
Temp            313.8368 
Temp            311.7179 
Temp            318.2195 
Temp            321.3270 
Temp            321.5912 
Temp            326.5551 
Temp            322.9292 
Temp            324.4126 
Temp            324.0672 
Temp            320.5231 
Temp            316.8983 
Temp            313.1172 
Temp            315.8571 
Temp            313.6072 
Temp            314.9142 
Temp            321.7827 
Temp            325.8210 
Temp            323.3668 
Temp            321.8115 
Temp            320.7442 
Temp            322.9134 
Temp            324.2126 
Temp            316.1931 
Temp            321.0764 
Temp            310.8564 
Temp            313.6810 
Temp            314.7262 
Temp            318.4710 
Temp            318.5518 
Temp            326.8001 
Temp            320.1323 
Temp            322.8913 
Temp            325.2361 
Temp            324.0305 
Temp            318.6328 
Temp            317.3519 
Temp            315.9993 
Temp            319.9781 
Temp            315.4258 
Temp            320.4060 
Temp            317.3061 
Temp            316.6496 
Temp            323.0264 
Temp            323.1871 
Temp            317.4372 
Temp            327.0816 
Temp            323.8816 
Temp            319.4801 
Temp            319.0045 
Temp            319.0033 
Temp            317.6631 
Temp            312.8074 
Temp            316.3478 
Temp            320.3522 
Temp            321.8318 
Temp            318.2361 
Temp            317.4592 
Temp            329.4344 
Temp            323.0437 
Temp            318.8869 
Temp            322.9891 
Temp            318.4788 
Temp            315.4338 
Temp            320.2859 
Temp            315.2932 
Temp            321.9091 
Temp            318.5340 
Temp            321.6145 
Temp            321.6762 
Temp            322.4831 
Temp            316.1350 
Temp            325.0680 
Temp            319.4070 
Temp            317.8168 
Temp            322.0870 
Temp            319.5916 
Temp            315.2188 
Temp            319.0212 
Temp            324.2124 
Temp            316.6658 
Temp            322.7308 
Temp            326.5332 
Temp            323.3354 
Temp            318.6872 
Temp            320.2864 
Temp            320.1351 
Temp            321.5811 
Temp            321.8896 
Temp            323.2302 
Temp            317.9582 
Temp            318.7605 
Temp            320.1444 
Temp            320.7758 
Temp            318.2176 
Temp            318.9055 
Temp            327.1282 
Temp            324.1418 
Temp            320.2152 
Temp            326.1213 
Temp            324.4222 
Temp            316.9251 
Temp            323.6040 
Temp            318.7914 
Temp            312.9673 
Temp            314.8147 
Temp            318.8759 
Temp            322.4961 
Temp            321.4821 
Temp            321.1553 
Temp            323.7741 
Temp            322.5542 
Temp            316.8907 
Temp            318.6587 
Temp            326.4396 
Temp            323.0217 
Temp            318.5154 
Temp            316.0872 
Temp            321.3243 
Temp            317.8532 
Temp            318.7463 
Temp            318.1374 
Temp            320.6958 
Temp            321.9580 
Temp            322.4215 
Temp            324.4587 
Temp            321.2996 
Temp            323.6360 
Temp            322.9442 
Temp            316.5860 
Temp            324.2409 
Temp            320.8171 
Temp            314.6622 
Temp            324.9366 
Temp            314.5217 
Temp            312.4366 
Temp            317.5623 
Temp            324.2614 
Temp            323.3653 
Temp            321.1294 
Temp            328.8986 
Temp            320.2985 
Temp            322.5068 
Temp            319.4669 
Temp            314.2096 
Temp            318.9750 
Temp            313.0297 
Temp            311.4228 
Temp            316.6305 
Temp            316.8149 
Temp            323.6940 
Temp            323.4583 
Temp            327.1252 
Temp            322.2137 
Temp            322.6906 
Temp            322.0855 
Temp            318.8291 
Temp            312.8535 
Temp            317.8748 
Temp            312.2888 
Temp            312.5847 
Temp            317.4818 
Temp            319.5391 
Temp            321.2927 
Temp            326.3318 
Temp            324.1806 
Temp            327.0663 
Temp            317.4628 
Temp            323.6344 
Temp            321.1385 
Temp            318.7071 
Temp            317.8115 
Temp            312.4707 
Temp            318.2111 
Temp            322.4532 
Temp            320.6746 
Temp            323.3928 
Temp            330.5257 
