Temp            350.3975 
Temp            349.0932 
Temp            348.6349 
Temp            352.2909 
Temp            348.7909 
Temp            346.1420 
Temp            346.9301 
Temp            340.0188 
Temp            337.3971 
Temp            342.9060 
Temp            347.1332 
Temp            338.9792 
Temp            347.3993 
Temp            351.2865 
Temp            351.6476 
Temp            353.2243 
Temp            349.1619 
Temp            344.7514 
Temp            347.0513 
Temp            342.6753 
Temp            339.6528 
Temp            343.5368 
Temp            347.2550 
Temp            339.2412 
Temp            343.6688 
Temp            339.3684 
Temp            345.7130 
Temp            348.2274 
Temp            352.4336 
Temp            340.3607 
Temp            343.8454 
Temp            347.4201 
Temp            344.4589 
Temp            348.4930 
Temp            341.8559 
Temp            337.3733 
Temp            337.3885 
Temp            341.5567 
Temp            341.8278 
Temp            340.4959 
Temp            347.6905 
Temp            350.1232 
Temp            355.6036 
Temp            347.6516 
Temp            345.1634 
Temp            350.4977 
Temp            339.8898 
Temp            342.4923 
Temp            338.8752 
Temp            346.1807 
Temp            339.5302 
Temp            348.3876 
Temp            345.4581 
Temp            351.9553 
Temp            349.6547 
Temp            347.1749 
Temp            345.5240 
Temp            349.3954 
Temp            341.9798 
Temp            341.6191 
Temp            344.5669 
Temp            337.7739 
Temp            341.2814 
Temp            341.3576 
Temp            344.7857 
Temp            346.3449 
Temp            347.4698 
Temp            354.5378 
Temp            350.8488 
Temp            344.7692 
Temp            346.5748 
Temp            344.2872 
Temp            339.1175 
Temp            343.4451 
Temp            336.7111 
Temp            339.7383 
Temp            345.9384 
Temp            341.4336 
Temp            347.9354 
Temp            346.0152 
Temp            348.5361 
Temp            347.4664 
Temp            345.4427 
Temp            351.7811 
Temp            342.7170 
Temp            341.7956 
Temp            340.0982 
Temp            339.5894 
Temp            336.2463 
Temp            345.8847 
Temp            341.2629 
Temp            348.2712 
Temp            353.7309 
Temp            354.0536 
Temp            347.9858 
Temp            343.5809 
Temp            347.5272 
Temp            344.1374 
Temp            339.9922 
Temp            340.0054 
Temp            342.5782 
Temp            348.1141 
Temp            346.7638 
