None,0.572,0.072,10.434,2.832,0.684
Load_data,129.468,0.984,141.694,2.872,0.744
long_to_wide,139.496,1.284,152.137,2.908,0.776
None,139.5,1.284,152.138,2.908,0.776
test_calculation,139.972,2.256,286.192,2.948,0.808
None,139.992,2.256,286.211,2.948,0.808
Load_data,284.644,3.2,433.239,126.44,2.54
long_to_wide,296.624,3.832,445.927,126.472,2.584
None,296.624,3.832,445.928,126.472,2.584
test_calculation,297.208,4.944,640.618,126.504,2.628
None,297.224,4.96,640.725,716.14,13.036
test_calculation,297.516,5.42,982.486,716.18,13.072
None,297.516,5.42,982.487,716.18,13.072
test_calculation,297.92,5.972,1179.299,1055.94,14.944
None,297.924,5.972,1179.299,1055.94,14.944
test_calculation,298.312,6.72,1328.322,1218.24,16.304
None,298.312,6.72,1328.322,1218.24,16.304
test_calculation,298.692,7.716,1457.056,1479.204,18.94
None,298.692,7.716,1457.056,1479.204,18.94
test_calculation,299.164,8.92,1601.314,1544.276,20.456
None,299.164,8.92,1601.315,1544.276,20.456
test_calculation,299.712,10.368,1761.216,1629.4,22.088
None,299.712,10.368,1761.217,1629.4,22.088
test_calculation,300.288,11.996,1917.337,1885.388,25.276
None,300.288,12,1917.339,1885.388,25.276
test_calculation,300.916,13.668,2077.072,2035.26,26.764
